state	n_cells	n_samples_present	GSE172577_rho	GSE215403_rho	stratified_rho	ci_low	ci_high	p_perm	direction_concordant	p_bh
1	661	17	0.2571428571428572	-0.6643356643356644	-0.5638629283489096	-0.8758169934640523	0.022578249012982818	0.03633927321453571	False	0.06038279234415311
6	941	17	0.7714285714285715	-0.7202797202797203	-0.5576323987538941	-0.821656050955414	-0.022508038585209	0.037739245215095696	False	0.06038279234415311
4	662	15	-0.7714285714285715	-0.02816971260815995	-0.1097200247855862	-0.7884615384615385	0.4902829980374263	0.7092058158836824	True	0.7092058158836824
7	40	10	-0.3380617018914066	0.2349126358634084	0.1801574653155354	-0.46127023458548616	0.6918373632446614	0.5328093438131237	False	0.6089249643578557
0	260	17	-0.7142857142857143	0.31468531468531474	0.20249221183800625	-0.4710102686443315	0.7041985135206364	0.48099038019239615	False	0.6089249643578557
5	259	16	0.3714285714285715	0.7390554240969553	0.6989088068190451	0.21289810547875065	0.8921999195986121	0.004719905601887962	True	0.0125864149383679
2	232	13	-0.23190841426097936	0.8239640937886785	0.7095979981506818	0.3267845896917119	0.9102893667768935	0.004519909601807964	False	0.0125864149383679
3	349	15	-0.17393131069573453	0.8461538461538463	0.736350350041494	0.3421010186757215	0.9230769230769232	0.002879942401151977	False	0.0125864149383679
